Sample	Ring.fr.pith	Ring.fr.bark	Distance.fr.pith	Ring.width	EW.width	LW.width	Proportion.EW	Density	Min.density	Max.density	EW.density	LW.density
2U	21	47	22.16	1.53	1.13	0.4	0.738562092	0.53811433	0.289400898	1.137328002	0.371370349	1.009166077
2U	22	46	23.67	1.48	1.03	0.45	0.695945946	0.575946388	0.303866553	1.166172202	0.386954795	1.008527144
2U	23	45	25.14	1.46	1	0.46	0.684931507	0.590825553	0.325571959	1.129826667	0.390419006	1.02649196
2U	24	44	26.675	1.61	1.09	0.52	0.677018634	0.637459377	0.325540072	1.187632015	0.443446309	1.044140615
2U	25	43	28.18	1.39	1.07	0.32	0.769784173	0.63194216	0.455892973	1.093332371	0.524744133	0.990385565
2U	26	42	29.385	1.01	0.82	0.19	0.811881188	0.527700268	0.303728625	1.136706465	0.425278942	0.969729148
2U	27	41	30.41	1.04	0.81	0.23	0.778846154	0.521686234	0.303709722	1.129373915	0.398490449	0.95554965
2U	28	40	31.595	1.33	0.97	0.36	0.729323308	0.572181851	0.31816751	1.114789269	0.401265152	1.032707402
2U	29	39	32.89	1.26	0.88	0.38	0.698412698	0.596409944	0.318139985	1.179838211	0.414168189	1.018443479
2U	30	38	34.09	1.14	0.77	0.37	0.675438596	0.594650768	0.339826216	1.092862838	0.396909753	1.006165853
2U	31	37	35.15	0.97	0.58	0.39	0.597938144	0.660050235	0.347041809	1.172411786	0.449406958	0.973314596
2U	32	36	36.01	0.74	0.57	0.17	0.77027027	0.5444468	0.339777489	1.136145938	0.417256147	0.970909577
2U	33	35	36.655	0.55	0.41	0.14	0.745454545	0.566815909	0.346999948	1.056463749	0.442526162	0.93080731
2U	34	34	37.205	0.55	0.32	0.23	0.581818182	0.639711874	0.383183477	1.005753497	0.452860563	0.899678915
2U	35	33	37.865	0.77	0.56	0.21	0.727272727	0.593461654	0.332492239	1.135991675	0.440297843	1.001898484
2U	36	32	38.63	0.76	0.53	0.23	0.697368421	0.575336507	0.361427036	1.085258019	0.433263581	0.902721945
2U	37	31	39.405	0.79	0.6	0.19	0.759493671	0.546380933	0.317978312	1.128614998	0.413516535	0.965952715
2U	38	30	40.155	0.71	0.57	0.14	0.802816901	0.523052856	0.325196141	1.135790936	0.41014028	0.982768342
2U	39	29	41.075	1.12	0.79	0.33	0.705357143	0.615153315	0.35412389	1.164650223	0.454435238	0.999902651
2U	40	28	42.135	0.99	0.82	0.17	0.828282828	0.514825058	0.303440719	1.157320192	0.402187059	1.058137759
2U	41	27	43.015	0.77	0.57	0.2	0.74025974	0.59247925	0.33959611	1.063185476	0.465911367	0.953197716
2U	42	26	43.855	0.91	0.62	0.29	0.681318681	0.655551511	0.36852092	1.142704383	0.475653458	1.040161141
2U	43	25	44.745	0.87	0.64	0.23	0.735632184	0.592194402	0.346788692	1.084740499	0.453393136	0.978424012
2U	44	24	45.465	0.57	0.46	0.11	0.807017544	0.528647739	0.310593952	1.128103349	0.413294578	1.011033682
2U	45	23	45.985	0.47	0.37	0.1	0.787234043	0.559166916	0.361221815	1.070186156	0.449990801	0.963118544
2U	46	22	46.52	0.6	0.33	0.27	0.55	0.60897514	0.317801867	0.932692045	0.424344679	0.834634591
2U	47	21	47.17	0.69	0.5	0.19	0.724637681	0.504457879	0.317788135	0.874776155	0.395623438	0.790864301
2U	48	20	47.99	0.94	0.72	0.22	0.765957447	0.549152876	0.317769347	1.062776112	0.420943966	0.968745674
2U	49	19	49.04	1.16	0.92	0.24	0.793103448	0.510340962	0.296043356	1.026520558	0.407445517	0.9047735
2U	50	18	50.165	1.09	0.77	0.32	0.706422018	0.551593017	0.303254217	1.062594094	0.389662616	0.941238045
2U	51	17	51.525	1.63	1.01	0.62	0.619631902	0.644151246	0.303228479	1.13478057	0.411554581	1.023058718
2U	52	16	52.92	1.16	0.77	0.39	0.663793103	0.611232503	0.317651849	1.055153418	0.429587309	0.969865321
2U	53	15	54.125	1.24	0.92	0.32	0.741935484	0.581565203	0.324853428	1.11288649	0.431888364	1.011886113
2U	54	14	55.32	1.14	0.76	0.38	0.666666667	0.605934441	0.310367362	1.098323665	0.424893709	0.968015905
2U	55	13	56.435	1.09	0.79	0.3	0.724770642	0.616522475	0.36094299	1.184971069	0.436978097	1.089322672
2U	56	12	57.435	0.91	0.62	0.29	0.681318681	0.608251554	0.339228537	1.090935025	0.440421957	0.967059659
2U	57	11	58.4	1.02	0.75	0.27	0.735294118	0.588124018	0.339201046	1.076393246	0.448580882	0.97574384
2U	58	10	59.535	1.24	0.91	0.33	0.733870968	0.579923366	0.288585802	1.076291355	0.457268455	0.918153577
2U	59	9	60.83	1.34	0.81	0.53	0.604477612	0.597983729	0.310238567	1.076199262	0.39454408	0.908900929
2U	60	8	62.28	1.56	0.89	0.67	0.570512821	0.540435178	0.295758001	0.909899273	0.358428202	0.782205638
2U	61	7	63.865	1.61	1.17	0.44	0.726708075	0.429964713	0.237919569	0.917002517	0.290772112	0.800090494
2U	62	6	65.105	0.87	0.45	0.42	0.517241379	0.643924551	0.288463901	1.075846522	0.373705456	0.93344501
2U	63	5	66.76	2.43	1.21	1.22	0.497942387	0.580050722	0.331773215	0.924005252	0.410038061	0.748669836
2U	64	4	69.02	2.08	1.39	0.69	0.668269231	0.518768381	0.302824825	0.938286696	0.366884884	0.824736586
2U	65	3	70.98	1.84	1.29	0.55	0.701086957	0.46695844	0.281123459	0.909263851	0.349683045	0.74202255
2U	66	2	72.8	1.79	1.11	0.68	0.620111732	0.513087732	0.281082622	0.880275049	0.361406242	0.760685459
2U	67	1	74.615	1.83	1.04	0.79	0.568306011	0.67722813	0.302705472	1.233848276	0.465190892	0.95636576
3D	1	81	2.47	4.94	0.34	4.6	0.068825911	0.473729981	0.236495908	0.606967318	0.328866042	0.484437316
3D	2	80	6.63	3.37	2.74	0.63	0.81305638	0.412795173	0.310677067	0.562712781	0.39486041	0.490797157
3D	3	79	9.72	2.8	2.38	0.42	0.85	0.384813871	0.295960105	0.614704466	0.355923807	0.548524233
3D	4	78	12.3	2.36	1.97	0.39	0.834745763	0.365048369	0.288593284	0.585157746	0.335210005	0.51577036
3D	5	77	14.36	1.76	1.47	0.29	0.835227273	0.377605408	0.266376569	0.763178784	0.324641402	0.646078128
3D	6	76	16.305	2.13	1.68	0.45	0.788732394	0.468589994	0.310911345	0.859694026	0.390933667	0.758506948
3D	7	75	18.25	1.76	1.44	0.32	0.818181818	0.360600688	0.244208628	0.763384706	0.291592032	0.671139638
3D	8	74	19.7	1.14	0.88	0.26	0.771929825	0.427452689	0.266480472	0.919204117	0.327423605	0.766012665
3D	9	73	21.025	1.51	1.2	0.31	0.794701987	0.417719238	0.244255066	0.897044297	0.326408114	0.771181653
3D	10	72	22.65	1.74	1.41	0.33	0.810344828	0.402298063	0.244278121	0.897161592	0.321732797	0.746531473
3D	11	71	24.195	1.34	1.06	0.28	0.791044776	0.401626667	0.25915348	0.808209956	0.322004196	0.703054594
3D	12	70	25.835	1.93	1.61	0.32	0.834196891	0.397555784	0.266595082	0.86026102	0.331446494	0.73016815
3D	13	69	27.815	2.03	1.44	0.59	0.709359606	0.43985558	0.259209308	0.838116098	0.316418201	0.741126471
3D	14	68	29.75	1.84	1.4	0.44	0.760869565	0.439287125	0.266662404	0.905029122	0.340734783	0.752862756
3D	15	67	31.71	2.08	1.7	0.38	0.817307692	0.409043315	0.266699715	0.845773708	0.332688813	0.750629245
3D	16	66	33.645	1.79	1.44	0.35	0.804469274	0.431123084	0.266739464	0.934971077	0.343669105	0.790933742
3D	17	65	35.37	1.66	1.25	0.41	0.753012048	0.447985541	0.259347893	0.972212797	0.327306863	0.815908341
3D	18	64	37.03	1.66	1.22	0.44	0.734939759	0.489819372	0.274232415	0.987176985	0.364501281	0.837292261
3D	19	63	38.555	1.39	1.03	0.36	0.741007194	0.472763014	0.27425756	0.96498726	0.360860995	0.792927124
3D	20	62	39.845	1.19	0.82	0.37	0.68907563	0.508602269	0.303994322	0.950216444	0.366496277	0.823539874
3D	21	61	41.03	1.17	0.93	0.24	0.794871795	0.457270893	0.252024683	0.972579677	0.358257213	0.840948901
3D	22	60	42.25	1.26	0.92	0.34	0.73015873	0.527093572	0.304042423	1.069239672	0.391578074	0.893782565
3D	23	59	43.34	0.92	0.67	0.25	0.72826087	0.470428375	0.281785363	0.935581253	0.361289634	0.762920202
3D	24	58	44.395	1.19	0.8	0.39	0.672268908	0.523874015	0.28179957	0.995094316	0.360003308	0.860019056
3D	25	57	45.585	1.19	0.96	0.23	0.806722689	0.422888085	0.281824436	0.868861654	0.345840476	0.744478104
3D	26	56	46.765	1.17	0.78	0.39	0.666666667	0.499136392	0.296714403	0.958106212	0.368832026	0.759745124
3D	27	55	47.835	0.97	0.65	0.32	0.670103093	0.511952098	0.281870034	0.943303245	0.356989648	0.826719573
3D	28	54	48.725	0.81	0.64	0.17	0.790123457	0.43870343	0.259595865	1.017684943	0.334265784	0.831880452
3D	29	53	49.49	0.72	0.55	0.17	0.763888889	0.453889698	0.259608413	0.980573615	0.337448671	0.830610667
3D	30	52	50.26	0.82	0.54	0.28	0.658536585	0.545339251	0.304217929	0.980629259	0.380337473	0.863556964
3D	31	51	51.215	1.09	0.8	0.29	0.733944954	0.518858413	0.326533939	0.98813836	0.399200907	0.848948082
3D	32	50	52.22	0.92	0.7	0.22	0.760869565	0.460943336	0.281958113	0.906426093	0.366600482	0.761125144
3D	33	49	53.325	1.29	1.01	0.28	0.782945736	0.44715965	0.281977869	0.928810712	0.346683899	0.809590037
3D	34	48	54.665	1.39	1.12	0.27	0.805755396	0.425742798	0.252264866	0.891723685	0.349921144	0.74026225
3D	35	47	56.13	1.53	1.23	0.3	0.803921569	0.411208898	0.237416921	0.981051256	0.307853	0.834968083
3D	36	46	57.755	1.71	1.27	0.44	0.742690058	0.482652675	0.27462567	1.010919147	0.359480456	0.838172491
3D	37	45	59.515	1.81	1.23	0.58	0.679558011	0.487902612	0.282093499	0.944110031	0.339546878	0.802519081
3D	38	44	61.365	1.89	1.28	0.61	0.677248677	0.529907984	0.297004582	0.966546793	0.390404302	0.822637023
3D	39	43	63.45	2.28	1.54	0.74	0.675438596	0.515304096	0.297046023	0.92206482	0.380681045	0.795465582
3D	40	42	65.235	1.29	1.03	0.26	0.798449612	0.438996796	0.259894059	0.951913102	0.354746966	0.772755739
3D	41	41	66.55	1.34	1	0.34	0.746268657	0.475725754	0.267354928	0.989210527	0.35524332	0.830085853
3D	42	40	67.99	1.54	1.07	0.47	0.694805195	0.511583426	0.297151447	0.952104072	0.368167094	0.838084438
3D	43	39	69.295	1.07	0.71	0.36	0.663551402	0.533133033	0.282293357	1.019160603	0.34519419	0.903790195
3D	44	38	70.265	0.87	0.49	0.38	0.563218391	0.546173588	0.282314943	0.967118415	0.348090432	0.801596605
3D	45	37	71.145	0.89	0.58	0.31	0.651685393	0.57013687	0.28233158	1.04905818	0.390011689	0.907145273
3D	46	36	71.985	0.79	0.54	0.25	0.683544304	0.498330874	0.304683447	0.9597895	0.368924091	0.777849523
3D	47	35	72.7	0.64	0.44	0.2	0.6875	0.483837653	0.282365652	0.944944055	0.357657841	0.76143324
3D	48	34	73.37	0.69	0.43	0.26	0.623188406	0.524184163	0.31960131	0.892874388	0.37344872	0.773477395
3D	49	33	74.065	0.69	0.49	0.2	0.710144928	0.502301953	0.282390221	0.952483567	0.37310405	0.818836814
3D	50	32	74.78	0.74	0.48	0.26	0.648648649	0.50115163	0.312187044	0.855733027	0.369117259	0.744907392
3D	51	31	75.585	0.87	0.57	0.3	0.655172414	0.54398141	0.304757002	0.997259949	0.371121796	0.872414676
3D	52	30	76.53	1.02	0.65	0.37	0.637254902	0.570599318	0.304776251	1.004785058	0.395283248	0.878587007
3D	53	29	77.6	1.12	0.71	0.41	0.633928571	0.583012604	0.327141746	1.034652527	0.408116785	0.885880974
3D	54	28	78.695	1.07	0.7	0.37	0.654205607	0.511698181	0.26758538	0.99004311	0.355577148	0.807062298
3D	55	27	79.7	0.94	0.62	0.32	0.659574468	0.539314306	0.289947777	0.990103577	0.37548591	0.856731822
3D	56	26	80.43	0.52	0.31	0.21	0.596153846	0.57745758	0.327209496	0.975248035	0.394728271	0.847200846
3D	57	25	81.06	0.74	0.46	0.28	0.621621622	0.582203778	0.297428908	1.064686085	0.381633727	0.911711718
3D	58	24	81.75	0.64	0.5	0.14	0.78125	0.442941426	0.282544074	0.930646456	0.35510272	0.756651089
3D	59	23	82.415	0.69	0.48	0.21	0.695652174	0.49341965	0.267658465	0.930691544	0.346191364	0.829941446
3D	60	22	83.155	0.79	0.5	0.29	0.632911392	0.569450738	0.275123369	1.057395948	0.358711685	0.932793934
3D	61	21	83.985	0.87	0.59	0.28	0.67816092	0.529144103	0.275136699	0.930799381	0.392072583	0.817973377
3D	62	20	84.89	0.94	0.62	0.32	0.659574468	0.545535522	0.297506607	1.020275713	0.362764236	0.899654888
3D	63	19	85.83	0.94	0.73	0.21	0.776595745	0.485563609	0.297525829	1.06505398	0.371125221	0.883373244
3D	64	18	86.78	0.96	0.62	0.34	0.645833333	0.55324838	0.267737794	1.020403985	0.357644066	0.909938598
3D	65	17	87.815	1.11	0.69	0.42	0.621621622	0.581442311	0.252851704	1.095018723	0.352760348	0.957134107
3D	66	16	88.805	0.87	0.53	0.34	0.609195402	0.594001991	0.290136172	1.057810419	0.370572754	0.942288742
3D	67	15	89.84	1.19	0.85	0.34	0.714285714	0.562101317	0.297608804	1.087722694	0.407396569	0.948863188
3D	68	14	91.045	1.21	0.75	0.46	0.619834711	0.598213196	0.305084792	1.050537436	0.384500724	0.946657444
3D	69	13	92.145	0.99	0.72	0.27	0.727272727	0.524847829	0.290202015	1.065529179	0.359162449	0.966675509
3D	70	12	93.185	1.09	0.8	0.29	0.733944954	0.464713984	0.252952087	0.938864414	0.340270998	0.808004979
3D	71	11	94.5	1.54	1.11	0.43	0.720779221	0.437297766	0.25297235	0.797288758	0.329144027	0.716485327
3D	72	10	96.46	2.38	1.93	0.45	0.81092437	0.386115959	0.230635331	0.834719815	0.307487236	0.723345814
3D	73	9	99.075	2.85	1.98	0.87	0.694736842	0.404352567	0.238124829	0.708066913	0.30921421	0.620874346
3D	74	8	101.89	2.78	2.16	0.62	0.776978417	0.386346349	0.230711377	0.738055315	0.304459447	0.671629749
3D	75	7	104.425	2.28	1.64	0.64	0.719298246	0.403696658	0.2382191	0.790395256	0.291000353	0.692480941
3D	76	6	106.215	1.29	1.06	0.23	0.821705426	0.38750763	0.223330884	0.954657448	0.290847315	0.832985607
3D	77	5	107.555	1.39	0.94	0.45	0.676258993	0.472534748	0.245739046	0.932358943	0.312272618	0.807304531
3D	78	4	108.995	1.49	0.99	0.5	0.66442953	0.499487839	0.245762727	0.924995439	0.327262737	0.840493539
3D	79	3	110.52	1.56	1.05	0.51	0.673076923	0.473992601	0.260716259	0.872831337	0.322640826	0.785599196
3D	80	2	111.92	1.24	0.91	0.33	0.733870968	0.446299788	0.245817195	0.87291793	0.325146271	0.780389789
3D	81	1	113.075	1.07	0.7	0.37	0.654205607	0.497656716	0.230906017	0.955109546	0.30428509	0.863494927
3U	1	81	3.09	6.18	1.51	4.67	0.24433657	0.517526606	0.280959544	0.621872325	0.485450824	0.527898004
3U	2	80	7.705	3.05	2.47	0.58	0.809836066	0.457440472	0.369972376	0.651647836	0.430261293	0.573186286
3U	3	79	10.53	2.6	2.28	0.32	0.876923077	0.411398737	0.332988	0.696223239	0.381761217	0.622566068
3U	4	78	12.87	2.08	1.74	0.34	0.836538462	0.401695385	0.310808175	0.688908119	0.360485932	0.612590818
3U	5	77	14.69	1.56	1.34	0.22	0.858974359	0.413456094	0.296013728	0.852082421	0.362135968	0.726042314
3U	6	76	16.435	1.93	1.41	0.52	0.730569948	0.493945828	0.310873367	0.852184175	0.389020465	0.778454983
3U	7	75	18.665	2.53	2.13	0.4	0.841897233	0.373598376	0.273844857	0.763327478	0.31896795	0.664505394
3U	8	74	21.07	2.28	2.02	0.26	0.885964912	0.408534461	0.296130272	0.837610171	0.365938366	0.739473354
3U	9	73	23.29	2.16	1.79	0.37	0.828703704	0.411951414	0.296186239	0.830306447	0.346197886	0.730056321
3U	10	72	25.265	1.79	1.45	0.34	0.810055866	0.426278822	0.281378519	0.904581115	0.335204512	0.814683968
3U	11	71	26.955	1.59	1.29	0.3	0.811320755	0.434004202	0.311093299	0.882421049	0.358883185	0.757024573
3U	12	70	28.765	2.03	1.66	0.37	0.81773399	0.439031425	0.281441855	0.993844282	0.347421559	0.850037849
3U	13	69	30.915	2.26	1.72	0.54	0.761061947	0.449126759	0.288900621	0.890082705	0.345768349	0.778342434
3U	14	68	33.055	2.01	1.48	0.53	0.736318408	0.455120303	0.266663822	0.882771559	0.349723135	0.749436923
3U	15	67	34.88	1.64	1.35	0.29	0.823170732	0.431378578	0.303812816	0.875441414	0.367936207	0.726713751
3U	16	66	36.62	1.84	1.4	0.44	0.760869565	0.46589908	0.274149741	0.934931528	0.35062592	0.832677318
3U	17	65	38.67	2.26	1.59	0.67	0.703539823	0.47927593	0.289033866	0.912791692	0.347179708	0.792758007
3U	18	64	40.695	1.79	1.28	0.51	0.715083799	0.477515473	0.266800666	0.957438595	0.342221671	0.81707639
3U	19	63	42.435	1.69	1.35	0.34	0.798816568	0.436774925	0.281677127	0.868430571	0.350562912	0.779087327
3U	20	62	44.01	1.46	1.05	0.41	0.719178082	0.469543027	0.296562643	0.890796488	0.354573393	0.763977455
3U	21	61	45.275	1.07	0.81	0.26	0.757009346	0.476189823	0.281734891	1.002277684	0.363262873	0.828000704
3U	22	60	46.38	1.14	0.89	0.25	0.780701754	0.491455378	0.311466064	1.032067302	0.38993046	0.852884087
3U	23	59	47.36	0.82	0.64	0.18	0.780487805	0.419758769	0.274345154	0.935542924	0.339583181	0.704827527
3U	24	58	48.19	0.84	0.56	0.28	0.666666667	0.52386798	0.281786258	1.039604575	0.356879697	0.857844546
3U	25	57	49.105	0.99	0.68	0.31	0.686868687	0.473184139	0.289235886	0.905932156	0.364079897	0.712509572
3U	26	56	50.16	1.12	0.72	0.4	0.642857143	0.52802502	0.311546129	0.928284859	0.359532026	0.831312408
3U	27	55	51.28	1.12	0.77	0.35	0.6875	0.451896398	0.259549833	0.891196977	0.334053576	0.711150606
3U	28	54	52.225	0.77	0.57	0.2	0.74025974	0.421226427	0.25213474	0.965553229	0.316542624	0.719575264
3U	29	53	53.005	0.79	0.53	0.26	0.670886076	0.503794752	0.23728409	1.03248756	0.325765359	0.866700823
3U	30	52	53.785	0.77	0.51	0.26	0.662337662	0.538732002	0.304182996	1.017671181	0.370636482	0.86845783
3U	31	51	54.705	1.07	0.73	0.34	0.682242991	0.541976832	0.311629195	1.062339544	0.385755648	0.877392903
3U	32	50	55.81	1.14	0.82	0.32	0.719298246	0.495987247	0.28192279	1.047548676	0.367676607	0.82478326
3U	33	49	56.975	1.19	0.92	0.27	0.773109244	0.461980435	0.281944041	1.062496338	0.353615962	0.83122234
3U	34	48	58.275	1.41	1.1	0.31	0.780141844	0.475736919	0.267098459	1.003115181	0.384425206	0.799746224
3U	35	47	59.745	1.53	1.17	0.36	0.764705882	0.438765969	0.244819199	0.988336662	0.31847155	0.829722829
3U	36	46	61.255	1.49	1.15	0.34	0.771812081	0.46617069	0.267149567	1.003303318	0.346355739	0.87142714
3U	37	45	62.78	1.56	1.1	0.46	0.705128205	0.460669518	0.274609559	0.891859419	0.329370272	0.774645976
3U	38	44	64.49	1.86	1.16	0.7	0.623655914	0.558339607	0.289511372	0.981213096	0.384271525	0.846795286
3U	39	43	66.65	2.46	1.72	0.74	0.699186992	0.487763943	0.289548804	0.877218219	0.3692528	0.763222276
3U	40	42	68.65	1.54	1.22	0.32	0.792207792	0.437124067	0.267274371	0.869871831	0.357825581	0.739449545
3U	41	41	70.14	1.44	1.04	0.4	0.722222222	0.473863809	0.274738557	0.922031369	0.353573497	0.78661862
3U	42	40	71.54	1.36	0.95	0.41	0.698529412	0.465814786	0.289642426	0.884908533	0.341258912	0.754419858
3U	43	39	72.705	0.97	0.71	0.26	0.731958763	0.483444411	0.282228639	0.989137561	0.359257594	0.822569948
3U	44	38	73.61	0.84	0.56	0.28	0.666666667	0.517979381	0.304564893	0.959425707	0.363965628	0.826006887
3U	45	37	74.625	1.19	0.79	0.4	0.663865546	0.567808711	0.304585945	1.019030961	0.398974529	0.901256221
3U	46	36	75.63	0.82	0.58	0.24	0.707317073	0.48921628	0.297162021	0.929772522	0.3601678	0.801083439
3U	47	35	76.385	0.69	0.47	0.22	0.68115942	0.486269134	0.297177474	0.892604359	0.362104686	0.751529545
3U	48	34	77.175	0.89	0.56	0.33	0.629213483	0.539974459	0.29719161	0.907538711	0.378932991	0.81325695
3U	49	33	78.13	1.02	0.72	0.3	0.705882353	0.513587901	0.289766982	0.929928216	0.387876519	0.815295218
3U	50	32	79.16	1.04	0.7	0.34	0.673076923	0.535013257	0.304671339	0.944874742	0.386876465	0.840000771
3U	51	31	80.165	0.97	0.7	0.27	0.721649485	0.493803145	0.304693759	0.922604586	0.376480024	0.7979742
3U	52	30	81.16	1.02	0.68	0.34	0.666666667	0.589668897	0.304709222	1.03433998	0.414633995	0.939738699
3U	53	29	82.29	1.24	0.75	0.49	0.60483871	0.615948171	0.356845085	1.004637553	0.450165637	0.869696948
3U	54	28	83.68	1.54	0.97	0.57	0.62987013	0.561079685	0.289866814	1.027072819	0.383748791	0.862853311
3U	55	27	85.07	1.24	0.79	0.45	0.637096774	0.546634659	0.282444974	0.930347787	0.371713806	0.853717935
3U	56	26	86.175	0.97	0.64	0.33	0.659793814	0.517638617	0.282467737	0.960193491	0.375326492	0.793637889
3U	57	25	87.165	1.01	0.59	0.42	0.584158416	0.611962749	0.312274714	1.064527403	0.374382507	0.945706421
3U	58	24	88.115	0.89	0.69	0.2	0.775280899	0.473817632	0.267605999	0.990104376	0.371774534	0.825866318
3U	59	23	89.005	0.89	0.66	0.23	0.741573034	0.497529414	0.304862782	0.952916624	0.38804185	0.811711121
3U	60	22	89.97	1.04	0.66	0.38	0.634615385	0.54641106	0.275089955	1.05726739	0.375310146	0.843586331
3U	61	21	90.95	0.92	0.68	0.24	0.739130435	0.499648387	0.282555777	0.938135861	0.382137734	0.832595236
3U	62	20	91.905	0.99	0.61	0.38	0.616161616	0.577415381	0.282571383	1.005237075	0.376366385	0.900151928
3U	63	19	93.02	1.24	0.8	0.44	0.64516129	0.529545636	0.304937103	0.930815603	0.395278615	0.773667492
3U	64	18	94.28	1.27	0.93	0.34	0.732283465	0.469152633	0.260257611	0.975600942	0.347590922	0.801659668
3U	65	17	95.505	1.17	0.81	0.36	0.692307692	0.487595471	0.260278929	0.953317806	0.338017725	0.824145397
3U	66	16	96.585	0.99	0.69	0.3	0.696969697	0.516765447	0.275201229	1.057707831	0.361065983	0.874874215
3U	67	15	97.61	1.06	0.82	0.24	0.773584906	0.478347309	0.282674207	1.050327545	0.372288709	0.840714192
3U	68	14	98.76	1.24	0.79	0.45	0.637096774	0.540979654	0.275237233	1.020597231	0.349961106	0.876323328
3U	69	13	99.925	1.09	0.83	0.26	0.76146789	0.481375085	0.267812175	1.095208694	0.335431713	0.947271232
3U	70	12	101.175	1.41	1.07	0.34	0.758865248	0.456891899	0.252919819	0.953667831	0.345648224	0.806982286
3U	71	11	102.835	1.91	1.46	0.45	0.764397906	0.385703226	0.230582345	0.782303265	0.297984419	0.670302022
3U	72	10	105.255	2.93	2.27	0.66	0.774744027	0.382832696	0.223157274	0.857020865	0.290134465	0.701658428
3U	73	9	108.22	3	2.1	0.9	0.7	0.373709064	0.238109329	0.648342285	0.280481543	0.591239944
3U	74	8	111.185	2.93	2.1	0.83	0.716723549	0.374982709	0.230700176	0.693230351	0.28398062	0.605228958
3U	75	7	113.765	2.23	1.72	0.51	0.771300448	0.350282105	0.23074388	0.715702284	0.271036031	0.617543372
3U	76	6	115.525	1.29	0.95	0.34	0.736434109	0.46022051	0.253151211	0.969454605	0.306401284	0.890009523
3U	77	5	117	1.66	1.37	0.29	0.825301205	0.436717711	0.253173585	0.999404902	0.343045726	0.879237087
3U	78	4	118.91	2.16	1.6	0.56	0.740740741	0.457852747	0.238275884	0.924913421	0.33188784	0.817752483
3U	79	3	121.18	2.38	1.43	0.95	0.600840336	0.463117895	0.245772253	0.790673471	0.313574335	0.688220307
3U	80	2	123.325	1.91	1.3	0.61	0.680628272	0.46007366	0.268194601	0.813179605	0.337512933	0.72126865
3U	81	1	124.97	1.38	1.09	0.29	0.789855072	0.566870036	0.268230942	1.492653495	0.394535701	1.214609433
4D	1	74	1.215	2.43	0.03	2.4	0.012345679	0.522373032	0.285065338	0.563448518	0.327654644	0.524807012
4D	2	73	2.925	0.99	0.65	0.34	0.656565657	0.462662513	0.368032467	0.593779396	0.418496576	0.547097392
4D	3	72	4.275	1.71	1.41	0.3	0.824561404	0.421823	0.315468594	0.752172097	0.373051737	0.651047936
4D	4	71	5.74	1.22	0.89	0.33	0.729508197	0.471678948	0.368365446	0.624424096	0.435261631	0.569895347
4D	5	70	7.22	1.74	1.52	0.22	0.873563218	0.425808335	0.338432412	0.692576384	0.399291718	0.60901405
4D	6	69	8.785	1.39	0.91	0.48	0.654676259	0.483002162	0.353642426	0.813452547	0.397416022	0.645259219
4D	7	68	9.94	0.92	0.75	0.17	0.815217391	0.428251196	0.323597966	0.821222472	0.370942594	0.681083262
4D	8	67	10.91	1.02	0.73	0.29	0.715686275	0.436452743	0.285994404	0.7912983	0.345487698	0.665433718
4D	9	66	12.165	1.49	1.08	0.41	0.724832215	0.442210426	0.271013324	0.829375139	0.338828055	0.714534723
4D	10	65	13.78	1.74	1.44	0.3	0.827586207	0.436729755	0.301352158	0.867572625	0.374024257	0.737716144
4D	11	64	15.26	1.22	0.99	0.23	0.81147541	0.473109309	0.316572531	1.018901097	0.38581929	0.848835913
4D	12	63	16.38	1.02	0.82	0.2	0.803921569	0.433100369	0.309132827	0.868160692	0.368720615	0.697057359
4D	13	62	17.335	0.89	0.64	0.25	0.719101124	0.477822878	0.339420755	0.936385956	0.372840195	0.746578546
4D	14	61	18.165	0.77	0.55	0.22	0.714285714	0.463002783	0.256387855	0.959273927	0.356558992	0.729112262
4D	15	60	18.96	0.82	0.62	0.2	0.756097561	0.490982906	0.309358401	1.103150419	0.387760811	0.810971403
4D	16	59	19.645	0.55	0.39	0.16	0.709090909	0.463128581	0.294301627	0.967244328	0.360224683	0.713956831
4D	17	58	20.275	0.71	0.43	0.28	0.605633803	0.571406502	0.256541615	1.088446828	0.375608941	0.872095615
4D	18	57	21.04	0.82	0.63	0.19	0.768292683	0.442495788	0.309556165	0.884488818	0.361908153	0.709707421
4D	19	56	21.835	0.77	0.53	0.24	0.688311688	0.500363792	0.309647166	0.990589592	0.352743875	0.826357774
4D	20	55	22.66	0.87	0.67	0.2	0.770114943	0.45142105	0.294560322	0.990868885	0.353538502	0.779327586
4D	21	54	23.435	0.67	0.51	0.16	0.76119403	0.436670605	0.279507126	1.006215233	0.347042853	0.722359067
4D	22	53	24.13	0.72	0.48	0.24	0.666666667	0.486415785	0.264419685	1.066997829	0.340608849	0.778029658
4D	23	52	24.85	0.72	0.49	0.23	0.680555556	0.518282323	0.302333844	0.983933344	0.387959691	0.795926192
4D	24	51	25.62	0.82	0.59	0.23	0.719512195	0.492806619	0.309977843	0.946304755	0.373536796	0.798759644
4D	25	50	26.425	0.79	0.6	0.19	0.759493671	0.454988662	0.279753951	0.984417134	0.359692643	0.755923458
4D	26	49	27.24	0.84	0.63	0.21	0.75	0.495822345	0.302545825	1.03772365	0.385683557	0.826238707
4D	27	48	28.205	1.09	0.9	0.19	0.825688073	0.424789337	0.295060263	0.909187262	0.365992631	0.703300045
