g.dw.trap	year	season	plot	loc	needle	cone	twig	bark	mis	note
20152	2015	2	2	50S	19.0	7.1	1.1	2.4	2.8	
20152	2015	2	2	50W	14.9	8.8	0.8	3.3	1.9	
20152	2015	2	2	75E	15.9	8.6	2.8	2.7	3.1	
20152	2015	2	2	75N	14.8	2.6	0.8	1.1	2.1	
20152	2015	2	2	75S	17.6	9.9	4.0	2.5	2.4	
20152	2015	2	2	75W	17.5	7.6	9.5	2.0	2.6	
20152	2015	2	2	C1	19.6	7.5	2.5	3.4	2.6	
20152	2015	2	2	C2	16.5	5.1	1.2	2.5	2.7	
20152	2015	2	2	C3	14.0	4.4	2.0	1.8	2.8	
20153	2015	2	3	50E	7.3	0.0	0.8	3.5	2.3	
20153	2015	2	3	50N	6.6	3.2	0.6	1.8	1.5	
20153	2015	2	3	50S	5.6	0.0	2.1	2.4	1.3	
20153	2015	2	3	50W	5.9	0.3	1.3	4.0	1.6	
20153	2015	2	3	75E	4.3	0.0	3.4	2.2	1.7	
20153	2015	2	3	75N	5.6	2.7	7.9	3.1	2.5	
20153	2015	2	3	75S	2.9	0.0	1.1	0.7	1.4	
20153	2015	2	3	75W	5.2	0.4	1.1	2.5	1.5	
20153	2015	2	3	C1	7.2	3.9	4.5	4.7	2.0	
20153	2015	2	3	C2	8.6	0.3	5.0	3.2	2.1	
20153	2015	2	3	C3	7.4	3.9	2.9	3.7	1.6	
20162	2016	1	2	50E	31.7	0	0.0647	1.8074	2.3250	
20162	2016	1	2	50N	26.3	18.9700	1.1301	2.4018	2.5455	
20162	2016	1	2	50S	28.9	5.7638	0.2600	2.2125	1.6851	
20162	2016	1	2	50W	35.3	12.4827	0.4966	1.1264	2.3793	
20162	2016	1	2	75E	29.9	17.1984	2.2486	3.2883	3.0787	
20162	2016	1	2	75N	19.3	7.9045	1.1984	4.0147	2.0970	
20162	2016	1	2	75S	31.6	11.1064	2.5249	1.5152	2.3011	
20162	2016	1	2	75W	30.0	22.0397	8.5620	4.2398	2.9122	
20162	2016	1	2	C1	29.3	21.7208	1.1599	4.2954	2.2379	
20162	2016	1	2	C2	31.9	33.7710	0.4719	3.5845	2.8917	
20162	2016	1	2	C3	29.8	24.5877	0.0510	2.3139	1.8382	
20163	2016	1	3	50E	27.3	4.6044	0.1543	1.6925	1.8301	
20163	2016	1	3	50N	19.8	0.0000	0.0915	2.9595	1.0810	
20163	2016	1	3	50S	17.6	5.8707	0.0000	1.0951	0.8612	
20163	2016	1	3	50W	25.4	8.3866	0.1854	3.7312	0.9968	
20163	2016	1	3	75E	15.6	6.8486	0.0225	2.0377	1.0412	
20163	2016	1	3	75N	21.9	0.0000	0.1320	3.7951	1.1738	
20163	2016	1	3	75S	15.3	6.5006	0.1750	2.8459	1.3410	
20163	2016	1	3	75W	19.8	4.0005	0.0641	0.9470	1.0694	
20163	2016	1	3	C1	30.1	8.0123	0.0447	2.5485	1.7293	
20163	2016	1	3	C2	25.8	2.1980	2.1424	1.8904	1.4772	
20163	2016	1	3	C3	17.2	0.0000	0.1155	2.3033	0.9700	
20162	2016	2	2	50E	12.3232	0.0000	1.4711	2.7456	1.0779	
20162	2016	2	2	50N	9.2481	0.0000	3.9299	1.7746	1.0912	
20162	2016	2	2	50S	10.7497	6.4577	0.6481	1.5440	1.0811	
20162	2016	2	2	50W	8.6902	2.8691	1.6237	1.4821	1.1034	
20162	2016	2	2	75E	9.1708	2.3574	2.1190	1.7312	1.2492	
20162	2016	2	2	75N	10.3375	2.5671	0.3980	1.9552	0.9947	
20162	2016	2	2	75S	9.1665	0.1018	3.0988	1.8620	1.0383	
20162	2016	2	2	75W	9.5285	3.4810	1.0345	1.2475	0.9300	
20162	2016	2	2	C1	11.4294	6.9569	2.0641	1.5872	1.2363	
20162	2016	2	2	C2	10.7326	0.0000	0.7618	2.5511	1.0814	
20162	2016	2	2	C3	9.1939	5.4056	1.4510	3.0402	1.1212	
20163	2016	2	3	50E	6.2803	8.7379	0.5031	2.5343	0.8179	
20163	2016	2	3	50N	5.5090	0.0000	1.0341	2.8344	0.6942	
20163	2016	2	3	50S	4.2593	1.8030	1.0186	2.6621	0.5914	
20163	2016	2	3	50W	4.2709	0.0000	1.1375	3.4251	0.7234	
20163	2016	2	3	75E	4.9468	0.2525	2.6735	3.3347	0.9215	
20163	2016	2	3	75N	5.3834	0.0805	2.8903	2.6641	0.6183	
20163	2016	2	3	75S	3.7420	0.0000	4.9985	1.2434	0.6092	
20163	2016	2	3	75W	3.8789	0.0000	0.6448	3.4913	0.6498	
20163	2016	2	3	C1	5.6481	3.2967	8.4825	2.6730	1.2490	
20163	2016	2	3	C2	6.3294	0.0000	0.2592	3.0815	0.6743	
20163	2016	2	3	C3	4.1721	0.0000	0.2109	2.6549	0.6639	
20172	2017	1	2	50E	29.7	1.1216	1.1027	1.8831	3.6310	
20172	2017	1	2	50N	30.1	11.6330	0.6739	4.7952	3.8105	
20172	2017	1	2	50S	14.7	0.1415	0.1215	0.6445	1.5679	
20172	2017	1	2	50W	25.0	13.5380	0.9107	2.0094	2.9459	
20172	2017	1	2	75E	40.1	29.3366	0.8292	6.2081	4.8803	
20172	2017	1	2	75N	27.1	8.0676	2.2450	0.8550	4.4229	
20172	2017	1	2	75S	27.9	10.0852	0.3171	2.0560	4.3892	
20172	2017	1	2	75W	31.4	22.3105	0.9410	4.3695	4.8991	
20172	2017	1	2	C1	30.2	24.9570	0.3380	1.9495	3.8540	
20172	2017	1	2	C2	40.7	31.9180	3.2670	1.5315	3.8536	
20172	2017	1	2	C3	21.9	11.9870	0.5272	1.8515	3.8652	
20173	2017	1	3	50E	26.0	0.0000	0.7473	3.8793	2.7417	
20173	2017	1	3	50N	31.2	53.3	1.1740	2.2380	4.6735	
20173	2017	1	3	50S	28.8	5.5848	0.6445	2.8559	2.5405	
20173	2017	1	3	50W	29.0	1.1469	0.1900	3.9499	1.9279	
20173	2017	1	3	75E	19.1	0.0000	1.1910	2.1117	1.6726	
20173	2017	1	3	75N	28.4	10.2831	0.5394	4.9593	2.5161	
20173	2017	1	3	75S	19.3	9.0516	0.6398	1.5865	1.9852	
20173	2017	1	3	75W	24.9	5.8135	1.6910	2.0070	2.0828	
20173	2017	1	3	C1	33.6	5.7726	0.7211	4.3971	2.9239	
20173	2017	1	3	C2	28.3	0.0000	2.0141	3.5485	2.2580	
20173	2017	1	3	C3	21.4	10.9834	0.7161	2.7982	1.4956	
20172	2017	2	2	50E	5.0	0.0	5.1	0.0	1.1	broken_trap
20172	2017	2	2	50N	5.5	11.1	1.2	1.3	1.9	
20172	2017	2	2	50S	7.5	0.0	2.3	1.6	0.8	
20172	2017	2	2	50W	4.8	0.0	0.5	0.6	0.6	
20172	2017	2	2	75E	5.0	4.6	0.8	0.4	1.6	
20172	2017	2	2	75N	3.9	0.0	0.7	0.0	0.9	
20172	2017	2	2	75S	3.6	2.1	0.6	2.0	1.1	
20172	2017	2	2	75W	4.8	2.1	60.5	0.7	2.2	
20172	2017	2	2	C1	6.2	0.4	1.9	1.3	1.2	
20172	2017	2	2	C2	7.3	1.9	2.2	1.6	0.9	
20172	2017	2	2	C3	2.3	0.2	0.2	0.0	0.0	broken_trap
20173	2017	2	3	50E	2.7	4.1	0.0	0.3	0.8	
20173	2017	2	3	50N	1.9	0.0	0.4	0.5	0.6	
20173	2017	2	3	50S	1.9	0.0	0.6	0.3	0.3	
20173	2017	2	3	50W	3.9	0.0	0.0	0.6	0.4	
20173	2017	2	3	75E	3.3	3.7	25.0	1.6	2.8	broken_trap
20173	2017	2	3	75N	2.0	0.0	1.7	0.3	0.3	
20173	2017	2	3	75S	1.6	0.0	5.5	0.2	0.5	broken_trap
20173	2017	2	3	75W	2.5	0.6	0.0	0.7	0.5	
20173	2017	2	3	C1	4.3	1.9	0.7	1.9	0.6	
20173	2017	2	3	C2	4.3	0.0	0.6	0.9	1.0	
20173	2017	2	3	C3	3.0	0.0	22.4	1.0	1.9	
20182	2018	1	2	50E	40.22	12.17	1.61	4.69	4.32	
20182	2018	1	2	50N	35.74	15.79	4.06	3.41	4.41	
20182	2018	1	2	50S	29.38	3.73	0.16	1.35	2.58	
20182	2018	1	2	50W	42.08	10.02	1.54	4.4	3.64	
20182	2018	1	2	75E	38.15	8.11	2.6	5.64	4.61	
20182	2018	1	2	75N	31.85	0	0.44	1.47	2.95	
20182	2018	1	2	75S	34.1	0	1.87	2.1	3.13	
20182	2018	1	2	75W	37.83	6.79	7.66	6.5	4.9	
20182	2018	1	2	C1	43.68	15.68	4.48	4.45	5.41	
20182	2018	1	2	C2	43.83	2.92	3.1	3.21	4.13	
20182	2018	1	2	C3	37.93	5.55	0.08	3.66	3.91	
20183	2018	1	3	50E	28.5	0.0	2.0	5.7	2.8	
20183	2018	1	3	50N	23.6	0.0	1.3	2.8	2.4	
20183	2018	1	3	50S	19.5	0.4	0.7	2.3	1.8	
20183	2018	1	3	50W	29.6	2.0	0.5	3.1	2.6	
20183	2018	1	3	75E	19.7	0.0	0.1	2.0	2.0	
20183	2018	1	3	75N	28.5	9.0	1.5	4.5	2.4	
20183	2018	1	3	75S	21.2	8.4	0.4	1.7	2.2	
20183	2018	1	3	75W	23.4	0.7	1.1	2.0	2.1	
20183	2018	1	3	C1	33.6	3.83	2.89	8.15	2.84	
20183	2018	1	3	C2	25.6	0	2.5	6.15	2.49	
20183	2018	1	3	C3	20.63	4.46	1.83	3.61	2.6	
20182	2018	2	2	50E	14.4	0.0	3.2	1.8	1.7	
20182	2018	2	2	50N	12.1	0.0	1.9	1.8	2.2	
20182	2018	2	2	50S	8.6	0.0	0.3	1.5	1.4	
20182	2018	2	2	50W	12.0	18.5	12.2	2.2	2.3	
20182	2018	2	2	75E	9.6	11.5	2.6	3.0	2.7	
20182	2018	2	2	75N	13.5	0.0	1.7	2.5	1.7	
20182	2018	2	2	75S	10.3	0.1	0.9	1.7	1.5	
20182	2018	2	2	75W	16.1	2.4	4.8	2.0	2.1	
20182	2018	2	2	C1	16.4	7.9	11.0	2.3	2.3	
20182	2018	2	2	C2	15.4	5.2	18.5	5.3	3.6	
20182	2018	2	2	C3	11.1	11.8	0.3	0.8	2.6	
20183	2018	2	3	50E	6.2	1.7	5.7	3.5	1.5	
20183	2018	2	3	50N	4.2	2.5	0.0	1.4	1.6	
20183	2018	2	3	50S	0.3	0.0	0.0	0.2	0.0	
20183	2018	2	3	50W	4.8	0.0	0.2	2.2	1.5	
20183	2018	2	3	75E	3.4	0.0	1.5	1.1	1.0	
20183	2018	2	3	75N	6.0	1.3	8.7	2.8	2.1	
20183	2018	2	3	75S	2.6	2.1	2.0	0.5	1.0	
20183	2018	2	3	75W	4.3	0.1	0.4	1.6	1.2	
20183	2018	2	3	C1	6.2	3.5	8.3	2.0	1.9	
20183	2018	2	3	C2	5.9	0.0	2.0	1.7	1.7	
20183	2018	2	3	C3	5.0	1.6	6.6	1.1	1.2	
20192	2019	1	2	50E	21.74	0.00	0.00	2.10	4.44	
20192	2019	1	2	50N	22.20	7.90	0.09	3.80	5.20	
20192	2019	1	2	50S	14.36	0.00	0.00	1.55	3.84	
20192	2019	1	2	50W	21.24	15.88	0.80	0.48	2.75	
20192	2019	1	2	75E	24.60	11.40	0.19	2.20	5.40	
20192	2019	1	2	75N	18.78	17.34	0.00	0.80	3.29	
20192	2019	1	2	75S	16.00	0.09	0.00	0.40	4.60	
20192	2019	1	2	75W	24.60	0.10	0.80	1.10	4.60	
20192	2019	1	2	C1	23.88	2.73	0.77	3.06	3.80	
20192	2019	1	2	C2	27.23	5.49	0.00	0.23	4.83	
20192	2019	1	2	C3	17.42	12.08	0.00	3.84	3.12	
20193	2019	1	3	50E	19.00	0.00	0.49	2.34	2.39	
20193	2019	1	3	50N	17.60	0.00	0.00	1.50	2.10	
20193	2019	1	3	50S	10.50	1.60	0.00	0.60	1.60	
20193	2019	1	3	50W	22.24	2.87	0.00	1.64	1.84	
20193	2019	1	3	75E	14.80	0.00	0.00	2.20	2.00	
20193	2019	1	3	75N	18.20	0.00	0.00	0.69	2.50	
20193	2019	1	3	75S	17.20	0.00	0.60	0.30	1.80	
20193	2019	1	3	75W	14.81	0.00	0.00	1.01	1.92	
20193	2019	1	3	C1	23.78	0.00	5.55	0.86	2.30	
20193	2019	1	3	C2	22.65	0.02	0.11	1.01	2.04	
20193	2019	1	3	C3	15.60	0.00	0.00	0.65	1.28	
20192	2019	2	2	50E	6.6543	0.0512	18.2745	1.8698	1.9495	
20192	2019	2	2	50N	4.6082	1.7608	0.9984	4.8182	1.5301	
20192	2019	2	2	50S	5.5645	0.0435	1.6236	1.0594	1.7135	
20192	2019	2	2	50W	8.3604	0.0000	6.9256	1.4790	2.1487	
20192	2019	2	2	75E	6.7018	10.1089	2.6701	1.1727	1.8115	
20192	2019	2	2	75N	3.8083	0.0289	0.3416	1.3444	1.8317	
20192	2019	2	2	75S	4.4676	0.0000	1.3354	2.2163	1.5277	
20192	2019	2	2	75W	7.2554	12.5280	0.4130	1.6203	1.9445	
20192	2019	2	2	C1	7.6955	8.2630	2.1878	1.6214	2.0915	
20192	2019	2	2	C2	7.6360	3.7591	1.9381	5.6742	1.7080	
20192	2019	2	2	C3	5.0773	3.4711	1.0565	2.0322	2.0412	
20193	2019	2	3	50E	3.5591	1.2000	1.2956	2.3720	0.7958	
20193	2019	2	3	50N	3.6990	10.0337	0.3244	2.7558	0.7637	
20193	2019	2	3	50S	2.4705	2.2401	3.4976	1.2601	0.4988	
20193	2019	2	3	50W	0.0957	0.0000	0.0000	0.1864	0.1035	broken trap
20193	2019	2	3	75E	3.5734	3.6280	0.6630	1.7970	0.8211	
20193	2019	2	3	75N	3.0085	1.0362	24.0511	1.6900	0.5872	broken trap
20193	2019	2	3	75S	2.3085	0.0236	2.1562	1.6737	0.5682	
20193	2019	2	3	75W	3.3831	0.0000	0.1255	1.4115	0.5219	
20193	2019	2	3	C1	4.2341	3.8309	2.8543	2.3656	1.0967	
20193	2019	2	3	C2	4.0871	0.0000	0.9386	1.6388	0.5420	broken trap
20193	2019	2	3	C3	3.4153	0.0430	2.7572	1.7436	0.7460	
20202	2020	1	2	50E	24.5	0.3210	5.9399	3.5243	2.6876	
20202	2020	1	2	50N	25.0	12.9920	0.7561	1.9625	3.0219	
20202	2020	1	2	50S	14.3	0.0000	0.0166	1.1018	1.1961	
20202	2020	1	2	50W	24.5	13.2040	0.4838	3.5876	3.1059	
20202	2020	1	2	75E	24.0	19.8981	0.9055	3.4915	3.9902	
20202	2020	1	2	75N	21.8	0.0000	0.1302	0.7225	2.0454	
20202	2020	1	2	75S	22.8	0.0918	0.5172	1.1930	3.3084	
20202	2020	1	2	75W	24.5	26.9903	3.1190	3.6818	3.9219	
20202	2020	1	2	C1	27.3	5.8149	0.2630	1.2607	2.4168	
20202	2020	1	2	C2	31.2	72.9030	13.1867	3.2349	3.2725	
20202	2020	1	2	C3	20.9	10.9978	3.3079	1.2372	2.6891	
20203	2020	1	3	50E	17.0	0.1120	0.1911	3.4925	1.4760	
20203	2020	1	3	50N	16.0	10.9907	2.1012	2.7326	1.2420	
20203	2020	1	3	50S	18.0	4.2226	0.1267	4.3475	0.9203	
20203	2020	1	3	50W	21.1	3.2615	0.6197	1.8169	1.0061	
20203	2020	1	3	75E	13.3	0.0432	0.0204	1.3964	1.1423	
20203	2020	1	3	75N	19.7	5.3605	0.0000	3.7678	1.4151	
20203	2020	1	3	75S	11.0	0.1588	0.0000	0.9311	1.0031	
20203	2020	1	3	75W	19.0	0.1667	0.0000	1.4273	1.0277	
20203	2020	1	3	C1	24.8	14.9384	0.6966	3.1394	1.1567	
20203	2020	1	3	C2	21.1	0.0000	0.4416	2.5652	1.2786	
20203	2020	1	3	C3	15.5	0.0000	0.0313	2.0700	0.8522	
